,Stock,Contract,Type,Underlying,Strike,Expiration,TTM,OI,Volume,Bid,Ask,Price,Moneyness
26,AMZN,AMZN200619C01140000,c,1932.5763,1140.0,2020-06-19,0.28838762049720956,0,3.0,803.5,811.45,807.475,792.5763
27,AMZN,AMZN200619C01160000,c,1932.5763,1160.0,2020-06-19,0.28838762049720956,0,2.0,791.1,799.55,795.325,772.5763
28,AMZN,AMZN200619C01180000,c,1932.5763,1180.0,2020-06-19,0.28838762049720956,0,1.0,768.85,777.6,773.225,752.5763
29,AMZN,AMZN200619C01200000,c,1932.5763,1200.0,2020-06-19,0.28838762049720956,0,1.0,745.05,753.2,749.125,732.5763
30,AMZN,AMZN200619C01220000,c,1932.5763,1220.0,2020-06-19,0.28838762049720956,0,1.0,645.75,653.3,649.525,712.5763
31,AMZN,AMZN200619C01240000,c,1932.5763,1240.0,2020-06-19,0.28838762049720956,0,6.0,706.15,714.25,710.2,692.5763
32,AMZN,AMZN200619C01260000,c,1932.5763,1260.0,2020-06-19,0.28838762049720956,26,1.0,755.75,765.5,760.625,672.5763
33,AMZN,AMZN200619C01280000,c,1932.5763,1280.0,2020-06-19,0.28838762049720956,104,1.0,618.4,627.6,623.0,652.5763
34,AMZN,AMZN200619C01300000,c,1932.5763,1300.0,2020-06-19,0.28838762049720956,0,1.0,649.35,657.35,653.35,632.5763
35,AMZN,AMZN200619C01320000,c,1932.5763,1320.0,2020-06-19,0.28838762049720956,11,3.0,462.0,466.4,464.2,612.5763
36,AMZN,AMZN200619C01340000,c,1932.5763,1340.0,2020-06-19,0.28838762049720956,24,1.0,816.95,833.1,825.0250000000001,592.5763
37,AMZN,AMZN200619C01360000,c,1932.5763,1360.0,2020-06-19,0.28838762049720956,25,1.0,540.7,549.8,545.25,572.5763
38,AMZN,AMZN200619C01380000,c,1932.5763,1380.0,2020-06-19,0.28838762049720956,0,5.0,575.05,582.9,578.9749999999999,552.5763
39,AMZN,AMZN200619C01400000,c,1932.5763,1400.0,2020-06-19,0.28838762049720956,0,19.0,555.8,563.75,559.775,532.5763
40,AMZN,AMZN200619C01420000,c,1932.5763,1420.0,2020-06-19,0.28838762049720956,0,1.0,537.2,545.35,541.2750000000001,512.5763
41,AMZN,AMZN200619C01440000,c,1932.5763,1440.0,2020-06-19,0.28838762049720956,0,10.0,518.8,526.65,522.7249999999999,492.57629999999995
42,AMZN,AMZN200619C01460000,c,1932.5763,1460.0,2020-06-19,0.28838762049720956,0,1.0,500.6,508.65,504.625,472.57629999999995
43,AMZN,AMZN200619C01480000,c,1932.5763,1480.0,2020-06-19,0.28838762049720956,0,3.0,484.2,490.65,487.42499999999995,452.57629999999995
44,AMZN,AMZN200619C01500000,c,1932.5763,1500.0,2020-06-19,0.28838762049720956,0,1.0,466.5,473.4,469.95,432.57629999999995
45,AMZN,AMZN200619C01520000,c,1932.5763,1520.0,2020-06-19,0.28838762049720956,0,1.0,448.4,454.7,451.54999999999995,412.57629999999995
46,AMZN,AMZN200619C01540000,c,1932.5763,1540.0,2020-06-19,0.28838762049720956,0,4.0,431.7,438.8,435.25,392.57629999999995
47,AMZN,AMZN200619C01560000,c,1932.5763,1560.0,2020-06-19,0.28838762049720956,0,4.0,414.4,420.85,417.625,372.57629999999995
48,AMZN,AMZN200619C01580000,c,1932.5763,1580.0,2020-06-19,0.28838762049720956,0,1.0,402.35,407.1,404.725,352.57629999999995
49,AMZN,AMZN200619C01600000,c,1932.5763,1600.0,2020-06-19,0.28838762049720956,0,2.0,380.8,387.0,383.9,332.57629999999995
50,AMZN,AMZN200619C01620000,c,1932.5763,1620.0,2020-06-19,0.28838762049720956,0,2.0,362.95,373.05,368.0,312.57629999999995
51,AMZN,AMZN200619C01640000,c,1932.5763,1640.0,2020-06-19,0.28838762049720956,0,6.0,347.95,354.2,351.075,292.57629999999995
52,AMZN,AMZN200619C01650000,c,1932.5763,1650.0,2020-06-19,0.28838762049720956,0,5.0,340.35,345.9,343.125,282.57629999999995
53,AMZN,AMZN200619C01655000,c,1932.5763,1655.0,2020-06-19,0.28838762049720956,3,1.0,295.45,309.3,302.375,277.57629999999995
54,AMZN,AMZN200619C01660000,c,1932.5763,1660.0,2020-06-19,0.28838762049720956,0,11.0,333.0,338.4,335.7,272.57629999999995
55,AMZN,AMZN200619C01665000,c,1932.5763,1665.0,2020-06-19,0.28838762049720956,1,2.0,371.85,378.3,375.07500000000005,267.57629999999995
56,AMZN,AMZN200619C01670000,c,1932.5763,1670.0,2020-06-19,0.28838762049720956,0,1.0,324.45,329.2,326.825,262.57629999999995
57,AMZN,AMZN200619C01675000,c,1932.5763,1675.0,2020-06-19,0.28838762049720956,6,1.0,423.0,433.0,428.0,257.57629999999995
58,AMZN,AMZN200619C01680000,c,1932.5763,1680.0,2020-06-19,0.28838762049720956,0,3.0,316.1,321.15,318.625,252.57629999999995
59,AMZN,AMZN200619C01685000,c,1932.5763,1685.0,2020-06-19,0.28838762049720956,4,2.0,414.0,423.65,418.825,247.57629999999995
60,AMZN,AMZN200619C01690000,c,1932.5763,1690.0,2020-06-19,0.28838762049720956,0,2.0,308.45,313.35,310.9,242.57629999999995
61,AMZN,AMZN200619C01695000,c,1932.5763,1695.0,2020-06-19,0.28838762049720956,1,1.0,346.05,352.45,349.25,237.57629999999995
62,AMZN,AMZN200619C01700000,c,1932.5763,1700.0,2020-06-19,0.28838762049720956,0,15.0,304.75,309.8,307.275,232.57629999999995
63,AMZN,AMZN200619C01705000,c,1932.5763,1705.0,2020-06-19,0.28838762049720956,0,3.0,297.3,302.6,299.95000000000005,227.57629999999995
64,AMZN,AMZN200619C01710000,c,1932.5763,1710.0,2020-06-19,0.28838762049720956,0,1.0,293.0,297.9,295.45,222.57629999999995
65,AMZN,AMZN200619C01715000,c,1932.5763,1715.0,2020-06-19,0.28838762049720956,2,4.0,250.75,265.85,258.3,217.57629999999995
66,AMZN,AMZN200619C01720000,c,1932.5763,1720.0,2020-06-19,0.28838762049720956,0,1.0,289.65,293.15,291.4,212.57629999999995
67,AMZN,AMZN200619C01725000,c,1932.5763,1725.0,2020-06-19,0.28838762049720956,0,1.0,446.85,454.95,450.9,207.57629999999995
68,AMZN,AMZN200619C01730000,c,1932.5763,1730.0,2020-06-19,0.28838762049720956,0,1.0,278.9,283.9,281.4,202.57629999999995
69,AMZN,AMZN200619C01735000,c,1932.5763,1735.0,2020-06-19,0.28838762049720956,0,,209.65,214.4,212.025,197.57629999999995
70,AMZN,AMZN200619C01740000,c,1932.5763,1740.0,2020-06-19,0.28838762049720956,0,1.0,270.8,278.85,274.82500000000005,192.57629999999995
71,AMZN,AMZN200619C01745000,c,1932.5763,1745.0,2020-06-19,0.28838762049720956,0,2.0,271.1,276.05,273.57500000000005,187.57629999999995
72,AMZN,AMZN200619C01750000,c,1932.5763,1750.0,2020-06-19,0.28838762049720956,0,3.0,263.75,268.8,266.275,182.57629999999995
73,AMZN,AMZN200619C01755000,c,1932.5763,1755.0,2020-06-19,0.28838762049720956,0,2.0,262.15,268.2,265.17499999999995,177.57629999999995
74,AMZN,AMZN200619C01760000,c,1932.5763,1760.0,2020-06-19,0.28838762049720956,0,3.0,257.2,262.1,259.65,172.57629999999995
75,AMZN,AMZN200619C01765000,c,1932.5763,1765.0,2020-06-19,0.28838762049720956,15,1.0,253.4,258.45,255.925,167.57629999999995
76,AMZN,AMZN200619C01770000,c,1932.5763,1770.0,2020-06-19,0.28838762049720956,0,4.0,249.0,253.25,251.125,162.57629999999995
77,AMZN,AMZN200619C01775000,c,1932.5763,1775.0,2020-06-19,0.28838762049720956,0,4.0,245.8,250.75,248.275,157.57629999999995
78,AMZN,AMZN200619C01780000,c,1932.5763,1780.0,2020-06-19,0.28838762049720956,0,6.0,242.5,246.1,244.3,152.57629999999995
79,AMZN,AMZN200619C01785000,c,1932.5763,1785.0,2020-06-19,0.28838762049720956,0,1.0,238.95,242.55,240.75,147.57629999999995
80,AMZN,AMZN200619C01790000,c,1932.5763,1790.0,2020-06-19,0.28838762049720956,0,6.0,235.1,238.7,236.89999999999998,142.57629999999995
81,AMZN,AMZN200619C01795000,c,1932.5763,1795.0,2020-06-19,0.28838762049720956,0,1.0,231.55,235.65,233.60000000000002,137.57629999999995
82,AMZN,AMZN200619C01800000,c,1932.5763,1800.0,2020-06-19,0.28838762049720956,0,9.0,228.2,232.3,230.25,132.57629999999995
83,AMZN,AMZN200619C01805000,c,1932.5763,1805.0,2020-06-19,0.28838762049720956,0,1.0,227.55,230.7,229.125,127.57629999999995
84,AMZN,AMZN200619C01810000,c,1932.5763,1810.0,2020-06-19,0.28838762049720956,0,1.0,225.3,228.1,226.7,122.57629999999995
85,AMZN,AMZN200619C01815000,c,1932.5763,1815.0,2020-06-19,0.28838762049720956,0,5.0,218.0,222.05,220.025,117.57629999999995
86,AMZN,AMZN200619C01820000,c,1932.5763,1820.0,2020-06-19,0.28838762049720956,0,76.0,214.6,218.7,216.64999999999998,112.57629999999995
87,AMZN,AMZN200619C01825000,c,1932.5763,1825.0,2020-06-19,0.28838762049720956,0,1.0,214.5,217.95,216.225,107.57629999999995
88,AMZN,AMZN200619C01830000,c,1932.5763,1830.0,2020-06-19,0.28838762049720956,0,1.0,211.05,214.45,212.75,102.57629999999995
89,AMZN,AMZN200619C01835000,c,1932.5763,1835.0,2020-06-19,0.28838762049720956,0,1.0,205.35,208.3,206.825,97.57629999999995
90,AMZN,AMZN200619C01840000,c,1932.5763,1840.0,2020-06-19,0.28838762049720956,0,8.0,201.7,204.9,203.3,92.57629999999995
91,AMZN,AMZN200619C01845000,c,1932.5763,1845.0,2020-06-19,0.28838762049720956,0,11.0,198.35,201.45,199.89999999999998,87.57629999999995
92,AMZN,AMZN200619C01850000,c,1932.5763,1850.0,2020-06-19,0.28838762049720956,0,1.0,195.75,198.9,197.325,82.57629999999995
93,AMZN,AMZN200619C01855000,c,1932.5763,1855.0,2020-06-19,0.28838762049720956,0,2.0,195.7,199.15,197.425,77.57629999999995
94,AMZN,AMZN200619C01860000,c,1932.5763,1860.0,2020-06-19,0.28838762049720956,0,5.0,189.15,192.3,190.72500000000002,72.57629999999995
95,AMZN,AMZN200619C01865000,c,1932.5763,1865.0,2020-06-19,0.28838762049720956,0,7.0,186.4,189.3,187.85000000000002,67.57629999999995
96,AMZN,AMZN200619C01870000,c,1932.5763,1870.0,2020-06-19,0.28838762049720956,0,10.0,182.95,185.8,184.375,62.57629999999995
97,AMZN,AMZN200619C01875000,c,1932.5763,1875.0,2020-06-19,0.28838762049720956,0,2.0,182.35,186.2,184.27499999999998,57.57629999999995
98,AMZN,AMZN200619C01880000,c,1932.5763,1880.0,2020-06-19,0.28838762049720956,0,2.0,176.65,179.7,178.175,52.57629999999995
99,AMZN,AMZN200619C01885000,c,1932.5763,1885.0,2020-06-19,0.28838762049720956,0,15.0,173.0,177.45,175.225,47.57629999999995
100,AMZN,AMZN200619C01890000,c,1932.5763,1890.0,2020-06-19,0.28838762049720956,0,4.0,170.95,173.75,172.35,42.57629999999995
101,AMZN,AMZN200619C01895000,c,1932.5763,1895.0,2020-06-19,0.28838762049720956,0,6.0,167.8,170.6,169.2,37.57629999999995
102,AMZN,AMZN200619C01900000,c,1932.5763,1900.0,2020-06-19,0.28838762049720956,0,7.0,164.85,168.0,166.425,32.57629999999995
103,AMZN,AMZN200619C01905000,c,1932.5763,1905.0,2020-06-19,0.28838762049720956,0,8.0,163.8,166.65,165.22500000000002,27.576299999999947
104,AMZN,AMZN200619C01910000,c,1932.5763,1910.0,2020-06-19,0.28838762049720956,0,6.0,159.7,162.2,160.95,22.576299999999947
105,AMZN,AMZN200619C01915000,c,1932.5763,1915.0,2020-06-19,0.28838762049720956,0,1.0,157.15,159.8,158.47500000000002,17.576299999999947
106,AMZN,AMZN200619C01920000,c,1932.5763,1920.0,2020-06-19,0.28838762049720956,0,1.0,153.9,156.4,155.15,12.576299999999947
107,AMZN,AMZN200619C01925000,c,1932.5763,1925.0,2020-06-19,0.28838762049720956,0,14.0,153.0,156.1,154.55,7.5762999999999465
108,AMZN,AMZN200619C01930000,c,1932.5763,1930.0,2020-06-19,0.28838762049720956,0,10.0,148.35,150.8,149.575,2.5762999999999465
109,AMZN,AMZN200619C01935000,c,1932.5763,1935.0,2020-06-19,0.28838762049720956,0,2.0,145.65,147.75,146.7,2.4237000000000535
110,AMZN,AMZN200619C01940000,c,1932.5763,1940.0,2020-06-19,0.28838762049720956,0,4.0,142.9,145.8,144.35000000000002,7.4237000000000535
111,AMZN,AMZN200619C01945000,c,1932.5763,1945.0,2020-06-19,0.28838762049720956,0,16.0,142.05,144.6,143.325,12.423700000000053
112,AMZN,AMZN200619C01950000,c,1932.5763,1950.0,2020-06-19,0.28838762049720956,0,21.0,138.55,140.6,139.575,17.423700000000053
113,AMZN,AMZN200619C01955000,c,1932.5763,1955.0,2020-06-19,0.28838762049720956,0,18.0,135.5,137.45,136.475,22.423700000000053
114,AMZN,AMZN200619C01960000,c,1932.5763,1960.0,2020-06-19,0.28838762049720956,0,5.0,132.7,134.55,133.625,27.423700000000053
115,AMZN,AMZN200619C01965000,c,1932.5763,1965.0,2020-06-19,0.28838762049720956,0,1.0,130.45,132.05,131.25,32.42370000000005
116,AMZN,AMZN200619C01970000,c,1932.5763,1970.0,2020-06-19,0.28838762049720956,0,13.0,128.05,130.3,129.175,37.42370000000005
117,AMZN,AMZN200619C01975000,c,1932.5763,1975.0,2020-06-19,0.28838762049720956,0,7.0,124.7,127.3,126.0,42.42370000000005
118,AMZN,AMZN200619C01980000,c,1932.5763,1980.0,2020-06-19,0.28838762049720956,0,5.0,122.55,125.45,124.0,47.42370000000005
119,AMZN,AMZN200619C01985000,c,1932.5763,1985.0,2020-06-19,0.28838762049720956,0,3.0,120.4,122.45,121.42500000000001,52.42370000000005
120,AMZN,AMZN200619C01990000,c,1932.5763,1990.0,2020-06-19,0.28838762049720956,0,1.0,118.35,120.4,119.375,57.42370000000005
121,AMZN,AMZN200619C01995000,c,1932.5763,1995.0,2020-06-19,0.28838762049720956,0,2.0,115.25,117.0,116.125,62.42370000000005
122,AMZN,AMZN200619C02000000,c,1932.5763,2000.0,2020-06-19,0.28838762049720956,0,24.0,112.95,114.65,113.80000000000001,67.42370000000005
123,AMZN,AMZN200619C02005000,c,1932.5763,2005.0,2020-06-19,0.28838762049720956,0,2.0,110.5,112.35,111.425,72.42370000000005
124,AMZN,AMZN200619C02010000,c,1932.5763,2010.0,2020-06-19,0.28838762049720956,0,5.0,108.5,110.5,109.5,77.42370000000005
125,AMZN,AMZN200619C02015000,c,1932.5763,2015.0,2020-06-19,0.28838762049720956,0,5.0,106.65,108.6,107.625,82.42370000000005
126,AMZN,AMZN200619C02020000,c,1932.5763,2020.0,2020-06-19,0.28838762049720956,0,1.0,103.7,105.95,104.825,87.42370000000005
127,AMZN,AMZN200619C02025000,c,1932.5763,2025.0,2020-06-19,0.28838762049720956,0,2.0,101.75,103.65,102.7,92.42370000000005
128,AMZN,AMZN200619C02030000,c,1932.5763,2030.0,2020-06-19,0.28838762049720956,0,3.0,99.15,101.35,100.25,97.42370000000005
129,AMZN,AMZN200619C02035000,c,1932.5763,2035.0,2020-06-19,0.28838762049720956,0,6.0,97.15,99.25,98.2,102.42370000000005
130,AMZN,AMZN200619C02040000,c,1932.5763,2040.0,2020-06-19,0.28838762049720956,0,1.0,95.65,97.15,96.4,107.42370000000005
131,AMZN,AMZN200619C02045000,c,1932.5763,2045.0,2020-06-19,0.28838762049720956,0,1.0,93.1,95.35,94.225,112.42370000000005
132,AMZN,AMZN200619C02050000,c,1932.5763,2050.0,2020-06-19,0.28838762049720956,0,11.0,91.45,93.15,92.30000000000001,117.42370000000005
133,AMZN,AMZN200619C02055000,c,1932.5763,2055.0,2020-06-19,0.28838762049720956,0,17.0,88.95,91.15,90.05000000000001,122.42370000000005
134,AMZN,AMZN200619C02060000,c,1932.5763,2060.0,2020-06-19,0.28838762049720956,0,1.0,87.5,89.75,88.625,127.42370000000005
135,AMZN,AMZN200619C02065000,c,1932.5763,2065.0,2020-06-19,0.28838762049720956,0,14.0,85.65,87.65,86.65,132.42370000000005
136,AMZN,AMZN200619C02070000,c,1932.5763,2070.0,2020-06-19,0.28838762049720956,0,1.0,83.5,85.3,84.4,137.42370000000005
137,AMZN,AMZN200619C02075000,c,1932.5763,2075.0,2020-06-19,0.28838762049720956,0,1.0,81.4,83.45,82.42500000000001,142.42370000000005
138,AMZN,AMZN200619C02080000,c,1932.5763,2080.0,2020-06-19,0.28838762049720956,0,8.0,79.65,81.55,80.6,147.42370000000005
139,AMZN,AMZN200619C02085000,c,1932.5763,2085.0,2020-06-19,0.28838762049720956,0,5.0,77.65,79.7,78.67500000000001,152.42370000000005
140,AMZN,AMZN200619C02090000,c,1932.5763,2090.0,2020-06-19,0.28838762049720956,0,2.0,75.7,77.9,76.80000000000001,157.42370000000005
141,AMZN,AMZN200619C02095000,c,1932.5763,2095.0,2020-06-19,0.28838762049720956,0,5.0,73.75,75.5,74.625,162.42370000000005
142,AMZN,AMZN200619C02100000,c,1932.5763,2100.0,2020-06-19,0.28838762049720956,0,14.0,73.8,75.35,74.57499999999999,167.42370000000005
143,AMZN,AMZN200619C02105000,c,1932.5763,2105.0,2020-06-19,0.28838762049720956,0,13.0,71.55,73.75,72.65,172.42370000000005
144,AMZN,AMZN200619C02110000,c,1932.5763,2110.0,2020-06-19,0.28838762049720956,0,10.0,69.15,70.9,70.025,177.42370000000005
145,AMZN,AMZN200619C02115000,c,1932.5763,2115.0,2020-06-19,0.28838762049720956,0,2.0,66.75,69.25,68.0,182.42370000000005
146,AMZN,AMZN200619C02120000,c,1932.5763,2120.0,2020-06-19,0.28838762049720956,0,2.0,65.3,67.6,66.44999999999999,187.42370000000005
147,AMZN,AMZN200619C02125000,c,1932.5763,2125.0,2020-06-19,0.28838762049720956,0,6.0,64.1,66.0,65.05,192.42370000000005
148,AMZN,AMZN200619C02130000,c,1932.5763,2130.0,2020-06-19,0.28838762049720956,0,2.0,62.95,64.85,63.9,197.42370000000005
149,AMZN,AMZN200619C02135000,c,1932.5763,2135.0,2020-06-19,0.28838762049720956,0,14.0,60.95,62.85,61.900000000000006,202.42370000000005
150,AMZN,AMZN200619C02140000,c,1932.5763,2140.0,2020-06-19,0.28838762049720956,0,158.0,59.6,61.85,60.725,207.42370000000005
151,AMZN,AMZN200619C02145000,c,1932.5763,2145.0,2020-06-19,0.28838762049720956,0,2.0,57.8,59.8,58.8,212.42370000000005
152,AMZN,AMZN200619C02150000,c,1932.5763,2150.0,2020-06-19,0.28838762049720956,0,4.0,56.2,58.3,57.25,217.42370000000005
153,AMZN,AMZN200619C02155000,c,1932.5763,2155.0,2020-06-19,0.28838762049720956,0,7.0,55.0,56.95,55.975,222.42370000000005
154,AMZN,AMZN200619C02160000,c,1932.5763,2160.0,2020-06-19,0.28838762049720956,0,2.0,53.6,55.6,54.6,227.42370000000005
155,AMZN,AMZN200619C02165000,c,1932.5763,2165.0,2020-06-19,0.28838762049720956,0,1.0,52.5,54.6,53.55,232.42370000000005
156,AMZN,AMZN200619C02170000,c,1932.5763,2170.0,2020-06-19,0.28838762049720956,0,1.0,50.65,52.7,51.675,237.42370000000005
157,AMZN,AMZN200619C02175000,c,1932.5763,2175.0,2020-06-19,0.28838762049720956,0,2.0,49.5,51.35,50.425,242.42370000000005
158,AMZN,AMZN200619C02180000,c,1932.5763,2180.0,2020-06-19,0.28838762049720956,0,2.0,48.1,50.05,49.075,247.42370000000005
159,AMZN,AMZN200619C02185000,c,1932.5763,2185.0,2020-06-19,0.28838762049720956,0,28.0,47.45,49.25,48.35,252.42370000000005
160,AMZN,AMZN200619C02190000,c,1932.5763,2190.0,2020-06-19,0.28838762049720956,0,1.0,45.9,47.6,46.75,257.42370000000005
161,AMZN,AMZN200619C02195000,c,1932.5763,2195.0,2020-06-19,0.28838762049720956,0,4.0,44.2,46.35,45.275000000000006,262.42370000000005
162,AMZN,AMZN200619C02200000,c,1932.5763,2200.0,2020-06-19,0.28838762049720956,0,15.0,44.0,45.55,44.775,267.42370000000005
163,AMZN,AMZN200619C02205000,c,1932.5763,2205.0,2020-06-19,0.28838762049720956,0,3.0,42.65,44.3,43.474999999999994,272.42370000000005
164,AMZN,AMZN200619C02210000,c,1932.5763,2210.0,2020-06-19,0.28838762049720956,0,7.0,41.8,44.0,42.9,277.42370000000005
165,AMZN,AMZN200619C02215000,c,1932.5763,2215.0,2020-06-19,0.28838762049720956,0,4.0,39.65,41.95,40.8,282.42370000000005
166,AMZN,AMZN200619C02220000,c,1932.5763,2220.0,2020-06-19,0.28838762049720956,0,76.0,38.9,40.55,39.724999999999994,287.42370000000005
167,AMZN,AMZN200619C02225000,c,1932.5763,2225.0,2020-06-19,0.28838762049720956,0,70.0,38.75,40.55,39.65,292.42370000000005
168,AMZN,AMZN200619C02230000,c,1932.5763,2230.0,2020-06-19,0.28838762049720956,0,24.0,36.65,38.35,37.5,297.42370000000005
169,AMZN,AMZN200619C02235000,c,1932.5763,2235.0,2020-06-19,0.28838762049720956,0,3.0,35.55,37.1,36.325,302.42370000000005
170,AMZN,AMZN200619C02240000,c,1932.5763,2240.0,2020-06-19,0.28838762049720956,0,2.0,34.9,36.25,35.575,307.42370000000005
171,AMZN,AMZN200619C02245000,c,1932.5763,2245.0,2020-06-19,0.28838762049720956,0,7.0,34.0,35.75,34.875,312.42370000000005
172,AMZN,AMZN200619C02250000,c,1932.5763,2250.0,2020-06-19,0.28838762049720956,0,6.0,32.9,34.2,33.55,317.42370000000005
173,AMZN,AMZN200619C02300000,c,1932.5763,2300.0,2020-06-19,0.28838762049720956,0,14.0,24.5,25.85,25.175,367.42370000000005
174,AMZN,AMZN200619C02400000,c,1932.5763,2400.0,2020-06-19,0.28838762049720956,0,19.0,13.45,14.35,13.899999999999999,467.42370000000005
175,AMZN,AMZN200619C02500000,c,1932.5763,2500.0,2020-06-19,0.28838762049720956,0,10.0,7.35,8.05,7.7,567.4237
176,AMZN,AMZN200619C02600000,c,1932.5763,2600.0,2020-06-19,0.28838762049720956,0,5.0,3.9,4.6,4.25,667.4237
177,AMZN,AMZN200619C02700000,c,1932.5763,2700.0,2020-06-19,0.28838762049720956,0,1.0,2.5,2.89,2.6950000000000003,767.4237
178,AMZN,AMZN200619C02800000,c,1932.5763,2800.0,2020-06-19,0.28838762049720956,0,6.0,0.0,2.17,1.085,867.4237
179,AMZN,AMZN200619C02900000,c,1932.5763,2900.0,2020-06-19,0.28838762049720956,0,36.0,0.79,1.71,1.25,967.4237
180,AMZN,AMZN200619C03000000,c,1932.5763,3000.0,2020-06-19,0.28838762049720956,0,29.0,0.9,1.1,1.0,1067.4237
181,AMZN,AMZN200619C03020000,c,1932.5763,3020.0,2020-06-19,0.28838762049720956,0,4.0,0.54,1.08,0.81,1087.4237
182,AMZN,AMZN200619C03040000,c,1932.5763,3040.0,2020-06-19,0.28838762049720956,0,5.0,0.48,1.08,0.78,1107.4237
183,AMZN,AMZN200619C03060000,c,1932.5763,3060.0,2020-06-19,0.28838762049720956,0,,0.52,1.32,0.92,1127.4237
184,AMZN,AMZN200619C03080000,c,1932.5763,3080.0,2020-06-19,0.28838762049720956,0,,0.48,1.27,0.875,1147.4237
185,AMZN,AMZN200619C03100000,c,1932.5763,3100.0,2020-06-19,0.28838762049720956,0,6.0,0.45,1.16,0.8049999999999999,1167.4237
186,AMZN,AMZN200619C03120000,c,1932.5763,3120.0,2020-06-19,0.28838762049720956,0,1.0,0.42,1.21,0.815,1187.4237
187,AMZN,AMZN200619C03140000,c,1932.5763,3140.0,2020-06-19,0.28838762049720956,0,1.0,0.4,1.15,0.7749999999999999,1207.4237
188,AMZN,AMZN200619C03160000,c,1932.5763,3160.0,2020-06-19,0.28838762049720956,0,5.0,0.33,1.07,0.7000000000000001,1227.4237
