,Stock,Contract,Type,Underlying,Strike,Expiration,TTM,OI,Volume,Bid,Ask,Price,Moneyness
0,AMZN,AMZN200619P00720000,p,1932.5763,720.0,2020-06-19,0.28838762049720956,673,2,0.15,1.2,0.6749999999999999,1212.5763
1,AMZN,AMZN200619P00740000,p,1932.5763,740.0,2020-06-19,0.28838762049720956,189,1,0.4,1.4,0.8999999999999999,1192.5763
2,AMZN,AMZN200619P00750000,p,1932.5763,750.0,2020-06-19,0.28838762049720956,0,30,0.0,0.64,0.32,1182.5763
3,AMZN,AMZN200619P00760000,p,1932.5763,760.0,2020-06-19,0.28838762049720956,34,10,0.0,0.64,0.32,1172.5763
4,AMZN,AMZN200619P00770000,p,1932.5763,770.0,2020-06-19,0.28838762049720956,21,1,0.0,1.53,0.765,1162.5763
5,AMZN,AMZN200619P00780000,p,1932.5763,780.0,2020-06-19,0.28838762049720956,241,2,0.14,1.58,0.8600000000000001,1152.5763
6,AMZN,AMZN200619P00790000,p,1932.5763,790.0,2020-06-19,0.28838762049720956,29,4,0.18,1.63,0.9049999999999999,1142.5763
7,AMZN,AMZN200619P00800000,p,1932.5763,800.0,2020-06-19,0.28838762049720956,603,2,0.24,1.5,0.87,1132.5763
8,AMZN,AMZN200619P00810000,p,1932.5763,810.0,2020-06-19,0.28838762049720956,13,1,0.0,2.31,1.155,1122.5763
9,AMZN,AMZN200619P00820000,p,1932.5763,820.0,2020-06-19,0.28838762049720956,72,1,0.33,1.86,1.095,1112.5763
10,AMZN,AMZN200619P00830000,p,1932.5763,830.0,2020-06-19,0.28838762049720956,91,4,0.07,1.94,1.005,1102.5763
11,AMZN,AMZN200619P00840000,p,1932.5763,840.0,2020-06-19,0.28838762049720956,0,2,1.01,3.1,2.055,1092.5763
12,AMZN,AMZN200619P00850000,p,1932.5763,850.0,2020-06-19,0.28838762049720956,60,11,0.0,3.35,1.675,1082.5763
13,AMZN,AMZN200619P00860000,p,1932.5763,860.0,2020-06-19,0.28838762049720956,917,2,0.63,1.96,1.295,1072.5763
14,AMZN,AMZN200619P00870000,p,1932.5763,870.0,2020-06-19,0.28838762049720956,0,5,2.99,4.3,3.645,1062.5763
15,AMZN,AMZN200619P00880000,p,1932.5763,880.0,2020-06-19,0.28838762049720956,60,1,0.0,4.1,2.05,1052.5763
16,AMZN,AMZN200619P00890000,p,1932.5763,890.0,2020-06-19,0.28838762049720956,5,1,1.16,2.33,1.745,1042.5763
17,AMZN,AMZN200619P00900000,p,1932.5763,900.0,2020-06-19,0.28838762049720956,533,5,0.94,2.23,1.585,1032.5763
18,AMZN,AMZN200619P00910000,p,1932.5763,910.0,2020-06-19,0.28838762049720956,63,1,0.71,2.3,1.505,1022.5763
19,AMZN,AMZN200619P00920000,p,1932.5763,920.0,2020-06-19,0.28838762049720956,96,10,0.95,3.45,2.2,1012.5763
20,AMZN,AMZN200619P00930000,p,1932.5763,930.0,2020-06-19,0.28838762049720956,4,1,0.91,2.48,1.695,1002.5763
